,Symbol,Name,Stock Exchange,RBICS Economy,Sales,MSCI ESG Rtg Score Environmental,MSCI ESG Rtg Score Governance,MSCI ESG Rtg Score Social,MSCI ESG Rtg Overall Company Rating,ESG Rating
761,KN,Knowles Corp.,NYSE,Technology,785.1,2.1,6.7,4.9,BBB,Low
762,KNSL,"Kinsale Capital Group, Inc.",NASDAQ,Finance,366.9,1.5,8.4,2.2,B,Low
763,KNX,Knight-Swift Transportation Holdings Inc. Class A,NYSE,Industrials,"4,582.8",4.5,4.5,3.2,BB,Low
764,KO,Coca-Cola Company,NYSE,Consumer Non-Cyclicals,"34,266.0",5.5,6.2,5.5,AA,High
765,KOP,Koppers Holdings Inc.,NYSE,Non-Energy Materials,"1,706.6",,,,@NA,Low
766,KR,Kroger Co.,NYSE,Consumer Non-Cyclicals,"126,584.0",5.4,4.9,4.9,A,High
767,KRA,Kraton Corporation,NYSE,Non-Energy Materials,"1,635.7",4.0,6.6,1.4,BB,Low
768,KRC,Kilroy Realty Corporation,NYSE,Finance,876.6,8.2,4.2,3.8,A,High
769,KREF,KKR Real Estate Finance Trust Inc.,NYSE,Finance,284.7,6.7,4.7,3.8,BB,Low
770,KRG,Kite Realty Group Trust,NYSE,Finance,283.4,5.4,5.2,2.7,B,Low
771,KSS,Kohl's Corporation,NYSE,Consumer Non-Cyclicals,"18,315.0",5.2,6.4,3.3,BB,Low
772,KSU,Kansas City Southern,NYSE,Industrials,"2,756.8",4.5,8.1,4.7,AA,High
773,KTB,"Kontoor Brands, Inc.",NYSE,Consumer Cyclicals,"2,146.0",4.7,6.9,5.0,A,High
774,KWR,Quaker Chemical Corporation,NYSE,Non-Energy Materials,"1,381.0",3.5,5.0,3.7,B,Low
775,L,Loews Corporation,NYSE,Finance,"14,263.0",4.8,3.6,4.4,BBB,Low
776,LAD,"Lithia Motors, Inc. Class A",NYSE,Consumer Cyclicals,"12,163.6",2.4,6.0,4.9,BBB,Low
777,LAMR,Lamar Advertising Company Class A,NASDAQ,Finance,"1,674.7",8.3,3.8,2.1,B,Low
778,LANC,Lancaster Colony Corporation,NASDAQ,Consumer Non-Cyclicals,"1,337.2",1.0,5.4,6.1,B,Low
779,LB,"L Brands, Inc.",NYSE,Consumer Cyclicals,"11,939.0",4.0,6.0,4.1,BB,Low
780,LCI,"Lannett Company, Inc.",NYSE,Healthcare,541.7,4.2,3.8,3.7,BB,Low
781,LCII,LCI Industries,NYSE,Consumer Cyclicals,"2,335.7",2.9,6.1,4.8,BBB,Low
782,LDL,"Lydall, Inc.",NYSE,Industrials,745.2,,,,@NA,Low
783,LDOS,"Leidos Holdings, Inc.",NYSE,Industrials,"11,592.0",4.7,6.0,5.2,A,High
784,LEA,Lear Corporation,NYSE,Consumer Cyclicals,"16,547.1",2.9,7.1,3.1,B,Low
785,LECO,"Lincoln Electric Holdings, Inc.",NASDAQ,Industrials,"2,761.1",3.7,5.6,7.0,BBB,Low
786,LEG,"Leggett & Platt, Incorporated",NYSE,Non-Energy Materials,"4,277.2",7.3,5.7,3.6,BBB,Low
787,LEN,Lennar Corporation Class A,NYSE,Consumer Cyclicals,"22,603.9",5.3,4.1,2.5,BB,Low
788,LFUS,"Littelfuse, Inc.",NASDAQ,Technology,"1,353.9",4.0,5.3,5.0,BBB,Low
789,LGIH,"LGI Homes, Inc.",NASDAQ,Consumer Cyclicals,"2,025.1",4.3,5.5,5.8,A,High
790,LGND,Ligand Pharmaceuticals Incorporated,NASDAQ,Healthcare,126.4,4.9,5.3,4.0,BBB,Low
791,LH,Laboratory Corporation of America Holdings,NYSE,Healthcare,"11,474.5",10.0,3.6,5.0,BBB,Low
792,LHCG,"LHC Group, Inc.",NASDAQ,Healthcare,"2,060.0",5.6,4.2,5.9,A,High
793,LHX,L3Harris Technologies Inc,NYSE,Industrials,"24,004.0",3.1,4.4,5.6,A,High
794,LII,Lennox International Inc.,NYSE,Industrials,"3,582.9",6.1,5.4,7.2,A,High
795,LIN,Linde plc,NYSE,Non-Energy Materials,"27,196.0",5.2,4.5,10.0,A,High
796,LITE,"Lumentum Holdings, Inc.",NASDAQ,Technology,"1,678.6",2.5,7.7,5.6,AA,High
797,LIVN,LivaNova Plc,NASDAQ,Healthcare,980.8,9.1,4.7,5.1,BB,Low
798,LKQ,LKQ Corporation,NASDAQ,Consumer Cyclicals,"11,784.9",1.8,7.1,5.1,A,High
799,LL,"Lumber Liquidators Holdings, Inc.",NYSE,Consumer Cyclicals,"1,035.5",,,,@NA,Low
800,LLY,Eli Lilly and Company,NYSE,Healthcare,"22,949.8",5.2,4.6,4.7,A,High
801,LMAT,"LeMaitre Vascular, Inc.",NASDAQ,Healthcare,114.7,6.3,3.5,7.0,BBB,Low
802,LMNX,Luminex Corp,NASDAQ,Healthcare,369.1,6.0,5.7,4.4,BBB,Low
803,LMT,Lockheed Martin Corporation,NYSE,Industrials,"62,920.0",4.5,5.2,4.7,A,High
804,LNC,Lincoln National Corporation,NYSE,Finance,"17,044.0",8.7,4.6,4.2,BBB,Low
805,LNN,Lindsay Corporation,NYSE,Industrials,448.2,3.5,6.3,5.8,A,High
806,LNT,Alliant Energy Corp,NASDAQ,Utilities,"3,549.1",5.6,8.1,7.9,A,High
807,LNTH,Lantheus Holdings Inc,NASDAQ,Healthcare,331.8,6.4,5.0,4.4,BB,Low
808,LOCO,El Pollo Loco Holdings Inc,NASDAQ,Consumer Services,424.4,4.5,5.9,5.2,A,High
809,LOGM,"LogMeIn, Inc.",NASDAQ,Technology,"1,312.7",3.3,5.0,5.2,BBB,Low
810,LOPE,"Grand Canyon Education, Inc.",NASDAQ,Consumer Non-Cyclicals,814.0,5.9,6.8,3.6,BB,Low
811,LOW,"Lowe's Companies, Inc.",NYSE,Consumer Cyclicals,"74,082.0",6.6,7.3,3.9,A,High
812,LPG,Dorian LPG Ltd.,NYSE,Energy,345.4,2.3,6.3,6.4,B,Low
813,LPI,"Laredo Petroleum, Inc.",NYSE,Energy,727.3,,,,@NA,Low
814,LPSN,"LivePerson, Inc.",NASDAQ,Technology,323.9,3.6,5.1,4.5,BB,Low
815,LPX,Louisiana-Pacific Corporation,NYSE,Non-Energy Materials,"2,273.0",4.6,5.8,3.9,BBB,Low
816,LQDT,"Liquidity Services, Inc.",NASDAQ,Consumer Cyclicals,208.8,,,,@NA,Low
817,LRCX,Lam Research Corporation,NASDAQ,Technology,"10,044.7",2.4,6.5,8.5,AA,High
818,LSI,"Life Storage, Inc.",NYSE,Finance,586.2,4.6,7.4,2.1,BB,Low
819,LSTR,"Landstar System, Inc.",NASDAQ,Industrials,"3,757.6",4.9,6.7,3.6,A,High
820,LTC,"LTC Properties, Inc.",NYSE,Finance,168.9,4.9,4.4,2.7,B,Low
821,LTHM,Livent Corporation,NYSE,Non-Energy Materials,309.5,3.4,6.7,0.8,B,Low
822,LUV,Southwest Airlines Co.,NYSE,Industrials,"16,611.0",2.6,3.8,4.8,BB,Low
823,LVS,Las Vegas Sands Corp.,NYSE,Consumer Services,"8,639.0",5.7,3.6,3.3,BB,Low
824,LW,"Lamb Weston Holdings, Inc.",NYSE,Consumer Non-Cyclicals,"3,792.4",3.4,7.1,5.4,A,High
825,LXP,Lexington Realty Trust,NYSE,Finance,327.2,5.9,5.7,1.6,B,Low
826,LYB,LyondellBasell Industries NV,NYSE,Non-Energy Materials,"29,954.0",3.0,7.6,4.0,BBB,Low
827,LYV,"Live Nation Entertainment, Inc.",NYSE,Consumer Services,"8,102.9",8.9,3.2,5.1,BB,Low
828,LZB,LaZBoy Incorporated,NYSE,Consumer Cyclicals,"1,704.0",4.5,6.3,4.4,BBB,Low
829,M,Macy's Inc,NYSE,Consumer Non-Cyclicals,"22,803.0",5.6,6.1,4.1,BBB,Low
830,MA,Mastercard Incorporated Class A,NYSE,Finance,"16,225.0",10.0,5.3,4.9,A,High
831,MAA,"Mid-America Apartment Communities, Inc.",NYSE,Finance,"1,663.5",5.6,5.6,3.6,BB,Low
832,MAC,Macerich Company,NYSE,Finance,877.2,7.0,5.8,4.9,A,High
833,MAN,ManpowerGroup Inc.,NYSE,Business Services,"18,806.8",10.0,4.8,6.4,A,High
834,MANH,"Manhattan Associates, Inc.",NASDAQ,Technology,604.7,3.5,6.3,4.4,BBB,Low
835,MANT,ManTech International Corporation Class A,NASDAQ,Industrials,"2,427.0",3.6,3.8,3.9,B,Low
836,MAR,"Marriott International, Inc. Class A",NASDAQ,Consumer Services,"16,800.0",5.5,3.6,3.1,BB,Low
837,MAS,Masco Corporation,NYSE,Consumer Non-Cyclicals,"5,869.0",6.3,5.8,5.6,A,High
838,MASI,Masimo Corporation,NASDAQ,Healthcare,"1,047.1",6.5,3.6,4.5,B,Low
839,MAT,"Mattel, Inc.",NASDAQ,Consumer Cyclicals,"4,281.5",5.1,6.0,4.6,BBB,Low
840,MATW,Matthews International Corporation Class A,NASDAQ,Business Services,"1,491.6",6.2,6.1,8.5,AA,High
841,MATX,"Matson, Inc.",NYSE,Industrials,"2,150.8",3.8,4.3,5.9,B,Low
842,MCD,McDonald's Corporation,NYSE,Consumer Services,"19,255.5",8.8,5.8,3.2,BB,Low
843,MCHP,Microchip Technology Incorporated,NASDAQ,Technology,"5,261.3",4.5,3.7,5.8,BB,Low
844,MCK,McKesson Corporation,NYSE,Healthcare,"231,002.0",9.0,4.1,1.9,BB,Low
845,MCO,Moody's Corporation,NYSE,Business Services,"5,198.3",9.0,5.5,4.1,A,High
846,MCRI,"Monarch Casino & Resort, Inc.",NASDAQ,Consumer Services,193.8,1.0,3.3,6.1,B,Low
847,MCS,Marcus Corporation,NYSE,Consumer Services,585.7,3.6,3.6,4.7,BB,Low
848,MCY,Mercury General Corporation,NYSE,Finance,"3,724.0",4.5,5.2,2.0,B,Low
849,MD,"MEDNAX, Inc.",NYSE,Healthcare,"2,865.1",6.1,4.0,5.6,A,High
850,MDC,"M.D.C. Holdings, Inc.",NYSE,Consumer Cyclicals,"3,445.1",3.4,4.5,4.0,BB,Low
851,MDLZ,"Mondelez International, Inc. Class A",NASDAQ,Consumer Non-Cyclicals,"25,886.0",5.0,5.5,4.2,BBB,Low
852,MDP,Meredith Corporation,NYSE,Consumer Services,"2,848.6",6.9,2.7,4.1,B,Low
853,MDRX,"Allscripts Healthcare Solutions, Inc.",NASDAQ,Healthcare,"1,718.1",6.7,5.9,6.3,AA,High
854,MDT,Medtronic Plc,NYSE,Healthcare,"28,913.0",10.0,5.7,3.8,BBB,Low
855,MDU,MDU Resources Group Inc,NYSE,Industrials,"5,502.3",5.1,7.1,5.1,BBB,Low
856,MED,"Medifast, Inc.",NYSE,Consumer Non-Cyclicals,759.2,4.0,7.3,5.7,A,High
857,MEDP,"Medpace Holdings, Inc.",NASDAQ,Healthcare,882.0,5.5,4.2,4.7,BB,Low
858,MEI,"Methode Electronics, Inc.",NYSE,Consumer Cyclicals,"1,023.9",3.3,7.6,5.8,AA,High
859,MERC,Mercer International Inc.,NASDAQ,Non-Energy Materials,"1,406.5",3.9,6.7,6.3,BB,Low
860,MET,"MetLife, Inc.",NYSE,Finance,"65,665.0",6.8,5.9,3.7,BB,Low
861,MGLN,"Magellan Health, Inc.",NASDAQ,Healthcare,"5,854.1",6.7,6.3,3.4,BBB,Low
862,MGM,MGM Resorts International,NYSE,Consumer Services,"9,042.1",5.2,5.0,3.8,BBB,Low
863,MGPI,"MGP Ingredients, Inc.",NASDAQ,Consumer Non-Cyclicals,374.8,1.1,6.8,6.5,BB,Low
864,MHK,"Mohawk Industries, Inc.",NYSE,Non-Energy Materials,"9,279.3",8.4,3.6,4.6,A,High
865,MHO,"M/I Homes, Inc.",NYSE,Consumer Cyclicals,"2,686.4",5.2,3.0,3.5,BB,Low
866,MIDD,Middleby Corporation,NASDAQ,Industrials,"2,661.1",4.6,5.1,5.8,A,High
867,MIK,Michaels Companies Inc,NASDAQ,Consumer Cyclicals,"4,778.2",1.5,6.2,5.2,BBB,Low
868,MKC,"McCormick & Company, Incorporated",NYSE,Consumer Non-Cyclicals,"5,427.1",3.7,5.5,6.0,A,High
869,MKSI,"MKS Instruments, Inc.",NASDAQ,Technology,"2,042.1",4.4,6.5,2.2,B,Low
870,MKTX,MarketAxess Holdings Inc.,NASDAQ,Finance,615.1,8.0,6.3,2.1,BBB,Low
871,MLAB,"Mesa Laboratories, Inc.",NASDAQ,Industrials,121.3,6.1,4.1,4.9,B,Low
872,MLHR,"Herman Miller, Inc.",NASDAQ,Consumer Non-Cyclicals,"2,486.6",10.0,6.6,6.9,AA,High
873,MLI,"Mueller Industries, Inc.",NYSE,Non-Energy Materials,"2,255.5",2.4,5.0,6.2,B,Low
874,MLM,"Martin Marietta Materials, Inc.",NYSE,Non-Energy Materials,"4,749.6",3.1,6.6,5.5,BB,Low
875,MMC,"Marsh & McLennan Companies, Inc.",NYSE,Business Services,"17,047.0",10.0,6.1,6.4,AA,High
876,MMI,"Marcus & Millichap, Inc.",NYSE,Finance,744.2,5.8,4.3,7.5,A,High
877,MMM,3M Company,NYSE,Non-Energy Materials,"31,353.0",6.2,7.1,5.6,AAA,High
878,MMS,"MAXIMUS, Inc.",NYSE,Healthcare,"3,292.7",8.7,6.5,3.6,BBB,Low
879,MMSI,"Merit Medical Systems, Inc.",NASDAQ,Healthcare,961.9,7.5,4.7,6.3,A,High
880,MNRO,Monro Inc,NASDAQ,Consumer Cyclicals,"1,186.5",3.6,5.8,4.6,BBB,Low
881,MNST,Monster Beverage Corporation,NASDAQ,Consumer Non-Cyclicals,"4,306.8",1.4,5.2,2.3,CCC,Low
882,MNTA,"Momenta Pharmaceuticals, Inc.",NASDAQ,Healthcare,30.1,4.9,5.0,3.0,B,Low
883,MO,Altria Group Inc,NYSE,Consumer Non-Cyclicals,"20,322.0",0.3,5.3,2.9,BB,Low
884,MOG.A,Moog Inc. Class A,NYSE,Industrials,"2,943.2",3.8,3.2,7.1,A,High
885,MOH,"Molina Healthcare, Inc.",NYSE,Healthcare,"17,684.0",8.0,5.3,3.1,BB,Low
886,MOS,Mosaic Company,NYSE,Non-Energy Materials,"8,672.5",4.2,6.0,7.2,A,High
887,MOV,"Movado Group, Inc.",NYSE,Consumer Cyclicals,624.8,,,,@NA,Low
888,MPAA,"Motorcar Parts of America, Inc.",NASDAQ,Consumer Cyclicals,502.4,,,,@NA,Low
889,MPC,Marathon Petroleum Corporation,NYSE,Energy,"101,679.0",4.0,5.9,6.4,BB,Low
890,MPW,"Medical Properties Trust, Inc.",NYSE,Finance,"1,067.2",5.9,5.1,2.7,B,Low
891,MPWR,"Monolithic Power Systems, Inc.",NASDAQ,Technology,687.5,4.4,4.6,4.8,B,Low
892,MRCY,"Mercury Systems, Inc.",NASDAQ,Industrials,796.6,3.0,4.3,6.6,A,High
893,MRK,"Merck & Co., Inc.",NYSE,Healthcare,"46,964.0",6.8,3.8,5.2,A,High
894,MRO,Marathon Oil Corporation,NYSE,Energy,"3,996.0",3.1,6.7,5.5,BBB,Low
895,MRTN,"Marten Transport, Ltd.",NASDAQ,Industrials,863.2,4.2,5.2,3.9,BB,Low
896,MS,Morgan Stanley,NYSE,Finance,"56,501.0",9.4,4.3,5.3,A,High
897,MSA,"MSA Safety, Inc.",NYSE,Industrials,"1,381.9",6.3,6.7,5.3,A,High
898,MSCI,MSCI Inc. Class A,NYSE,Technology,"1,627.3",,,,@NA,Low
899,MSFT,Microsoft Corporation,NASDAQ,Technology,"143,015.0",7.2,7.7,7.2,AAA,High
900,MSI,"Motorola Solutions, Inc.",NYSE,Technology,"7,643.0",3.2,5.5,5.5,A,High
901,MSM,"MSC Industrial Direct Co., Inc. Class A",NYSE,Industrials,"3,287.3",3.7,4.3,7.4,BB,Low
902,MSTR,MicroStrategy Incorporated Class A,NASDAQ,Technology,475.2,3.7,4.1,4.9,BB,Low
903,MTB,M&T Bank Corporation,NYSE,Finance,"6,521.0",0.5,6.7,4.2,BBB,Low
904,MTD,Mettler-Toledo International Inc.,NYSE,Healthcare,"2,937.7",10.0,6.5,5.4,AA,High
905,MTDR,Matador Resources Company,NYSE,Energy,953.0,3.0,4.9,3.7,B,Low
906,MTH,Meritage Homes Corporation,NYSE,Consumer Cyclicals,"4,029.3",5.6,4.3,4.4,BBB,Low
907,MTOR,"Meritor, Inc.",NYSE,Industrials,"3,314.0",3.5,5.5,6.5,BBB,Low
908,MTRN,Materion Corporation,NYSE,Non-Energy Materials,"1,135.6",1.1,6.1,4.9,BB,Low
909,MTRX,Matrix Service Company,NASDAQ,Industrials,"1,303.8",6.2,4.4,3.8,BB,Low
910,MTSC,MTS Systems Corporation,NASDAQ,Industrials,836.8,4.2,7.6,4.8,AA,High
911,MTX,Minerals Technologies Inc.,NYSE,Non-Energy Materials,"1,664.2",5.3,5.9,6.0,A,High
912,MTZ,"MasTec, Inc.",NYSE,Industrials,"6,711.7",3.8,4.5,3.4,BBB,Low
913,MU,"Micron Technology, Inc.",NASDAQ,Technology,"20,249.0",4.4,5.6,6.5,BBB,Low
914,MUR,Murphy Oil Corporation,NYSE,Energy,"2,466.8",1.8,3.9,6.3,B,Low
915,MUSA,"Murphy USA, Inc.",NYSE,Consumer Cyclicals,"12,682.2",5.7,6.7,5.9,A,High
916,MXIM,"Maxim Integrated Products, Inc.",NASDAQ,Technology,"2,191.4",4.7,7.3,6.9,A,High
917,MXL,MaxLinear inc,NYSE,Technology,277.3,4.4,5.1,3.6,B,Low
918,MYE,"Myers Industries, Inc.",NYSE,Non-Energy Materials,482.9,6.6,7.8,3.0,BBB,Low
919,MYGN,"Myriad Genetics, Inc.",NASDAQ,Healthcare,638.6,5.0,4.5,3.8,B,Low
920,MYL,Mylan N.V.,NASDAQ,Healthcare,"11,505.8",2.3,4.9,2.4,B,Low
921,MYRG,MYR Group Inc.,NASDAQ,Industrials,"2,185.8",4.2,4.2,6.1,A,High
922,NATI,National Instruments Corporation,NASDAQ,Technology,"1,306.0",4.2,6.5,5.5,AA,High
923,NAVI,Navient Corp,NASDAQ,Finance,"4,539.0",7.3,6.5,3.1,B,Low
924,NBHC,National Bank Holdings Corporation Class A,NYSE,Finance,336.5,0.6,8.0,3.5,BBB,Low
925,NBL,"Noble Energy, Inc.",NASDAQ,Energy,"3,887.0",3.7,5.8,4.7,BBB,Low
926,NBR,Nabors Industries Ltd.,NYSE,Energy,"2,724.6",,,,@NA,Low
927,NBTB,NBT Bancorp Inc.,NASDAQ,Finance,506.8,1.8,7.4,3.2,BB,Low
928,NCLH,Norwegian Cruise Line Holdings Ltd.,NYSE,Consumer Services,"4,658.3",4.8,5.7,2.6,BB,Low
929,NCR,NCR Corporation,NYSE,Technology,"6,656.0",2.3,5.7,5.8,BBB,Low
930,NDAQ,"Nasdaq, Inc.",NASDAQ,Finance,"4,913.0",9.0,6.5,1.9,BB,Low
931,NDSN,Nordson Corporation,NASDAQ,Industrials,"2,169.6",3.0,6.9,5.2,BBB,Low
932,NEE,"NextEra Energy, Inc.",NYSE,Utilities,"17,293.0",8.3,5.7,5.4,AAA,High
933,NEM,Newmont Corporation,NYSE,Non-Energy Materials,"10,599.0",3.2,5.2,5.3,A,High
934,NEO,"NeoGenomics, Inc.",NASDAQ,Healthcare,404.5,5.9,4.8,6.1,BBB,Low
935,NEOG,Neogen Corporation,NASDAQ,Healthcare,418.2,5.9,4.5,4.5,BB,Low
936,NEU,NewMarket Corporation,NYSE,Non-Energy Materials,"2,060.5",3.5,5.6,1.4,B,Low
937,NFBK,"Northfield Bancorp, Inc.",NASDAQ,Finance,183.5,4.6,5.6,3.4,BB,Low
938,NFG,National Fuel Gas Company,NYSE,Utilities,"1,472.7",3.3,5.9,8.3,BBB,Low
939,NFLX,"Netflix, Inc.",NASDAQ,Technology,"22,628.3",8.3,4.2,5.0,B,Low
940,NGVT,Ingevity Corporation,NYSE,Non-Energy Materials,"1,222.1",3.5,7.5,2.2,BB,Low
941,NI,NiSource Inc,NYSE,Utilities,"4,896.9",5.6,6.4,5.3,A,High
942,NJR,New Jersey Resources Corporation,NYSE,Utilities,"2,034.6",5.0,7.1,6.2,BBB,Low
943,NKE,"NIKE, Inc. Class B",NYSE,Consumer Cyclicals,"37,420.0",7.6,5.4,3.9,A,High
944,NKTR,Nektar Therapeutics,NASDAQ,Healthcare,162.5,2.2,3.6,3.8,BB,Low
945,NLOK,NortonLifeLock Inc.,NASDAQ,Technology,"1,857.0",3.9,5.3,6.3,A,High
946,NLSN,Nielsen Holdings Plc,NYSE,Business Services,"6,362.0",10.0,5.3,6.1,A,High
947,NMIH,"NMI Holdings, Inc. Class A",NASDAQ,Finance,421.2,5.0,6.9,3.0,B,Low
948,NNN,"National Retail Properties, Inc.",NYSE,Finance,678.3,3.5,7.5,1.8,B,Low
949,NOC,Northrop Grumman Corporation,NYSE,Industrials,"34,700.0",3.4,6.0,5.2,AA,High
950,NOV,"National Oilwell Varco, Inc.",NYSE,Energy,"7,786.0",6.3,5.2,7.1,A,High
951,NOW,"ServiceNow, Inc.",NYSE,Technology,"3,954.8",5.5,6.9,4.8,A,High
952,NP,Neenah Inc,NYSE,Non-Energy Materials,840.4,3.9,6.4,5.8,BB,Low
953,NPK,"National Presto Industries, Inc.",NYSE,Industrials,325.7,3.1,3.4,5.6,BB,Low
954,NPO,"EnPro Industries, Inc.",NYSE,Industrials,988.1,4.0,6.7,4.3,BBB,Low
955,NR,"Newpark Resources, Inc.",NYSE,Energy,658.7,,,,@NA,Low
956,NRG,"NRG Energy, Inc.",NYSE,Utilities,"9,566.0",3.3,6.6,4.8,B,Low
957,NSA,National Storage Affiliates Trust,NYSE,Finance,406.8,4.0,6.6,1.6,B,Low
958,NSC,Norfolk Southern Corporation,NYSE,Industrials,"10,241.0",5.6,6.4,3.9,A,High
959,NSIT,"Insight Enterprises, Inc.",NASDAQ,Technology,"8,322.5",2.9,7.5,4.1,A,High
960,NSP,"Insperity, Inc.",NYSE,Business Services,"4,341.3",7.0,5.6,5.4,BBB,Low
961,NTAP,"NetApp, Inc.",NASDAQ,Technology,"5,412.0",4.2,6.5,3.8,BB,Low
962,NTCT,"NetScout Systems, Inc.",NASDAQ,Technology,889.6,3.5,5.9,4.6,BBB,Low
963,NTGR,"NETGEAR, Inc.",NASDAQ,Technology,"1,027.0",2.8,6.4,4.5,BBB,Low
964,NTRS,Northern Trust Corporation,NASDAQ,Finance,"6,713.2",10.0,5.7,6.0,AA,High
965,NTUS,Natus Medical Incorporated,NASDAQ,Healthcare,449.0,6.3,4.4,5.3,BB,Low
966,NUE,Nucor Corporation,NYSE,Non-Energy Materials,"20,547.9",2.8,5.6,5.3,BBB,Low
967,NUS,"Nu Skin Enterprises, Inc. Class A",NYSE,Consumer Non-Cyclicals,"2,303.7",4.3,5.4,4.2,BB,Low
968,NUVA,"NuVasive, Inc.",NASDAQ,Healthcare,"1,064.7",6.1,4.5,4.9,BB,Low
969,NVDA,NVIDIA Corporation,NASDAQ,Technology,"11,778.0",5.2,6.4,8.3,AAA,High
970,NVR,"NVR, Inc.",NYSE,Consumer Cyclicals,"7,017.5",5.2,3.9,3.6,BBB,Low
971,NVT,nVent Electric plc,NYSE,Industrials,"2,094.6",2.4,5.3,5.1,B,Low
972,NWBI,"Northwest Bancshares, Inc.",NASDAQ,Finance,529.4,5.0,7.2,2.7,B,Low
973,NWE,NorthWestern Corporation,NYSE,Utilities,"1,207.6",4.9,7.6,0.8,BB,Low
974,NWL,Newell Brands Inc,NASDAQ,Consumer Non-Cyclicals,"9,883.3",10.0,6.7,3.5,AA,High
975,NWN,Northwest Natural Holding Co.,NYSE,Utilities,758.0,3.6,5.0,6.5,BBB,Low
976,NWSA,News Corporation Class A,NASDAQ,Consumer Services,"9,008.0",6.9,2.3,3.5,CCC,Low
977,NX,Quanex Building Products Corporation,NYSE,Non-Energy Materials,862.9,4.5,6.1,6.1,BB,Low
978,NXGN,"NextGen Healthcare, Inc.",NASDAQ,Healthcare,539.3,6.7,7.3,3.5,BBB,Low
979,NXRT,NexPoint Residential Trust Inc,NYSE,Finance,200.5,4.2,3.8,3.1,B,Low
980,NYCB,"New York Community Bancorp, Inc.",NYSE,Finance,"1,844.5",5.8,5.2,4.7,BBB,Low
981,NYMT,"New York Mortgage Trust, Inc.",NASDAQ,Finance,439.3,6.7,4.1,3.4,B,Low
982,NYT,New York Times Company Class A,NYSE,Consumer Services,"1,784.3",8.5,6.6,5.2,A,High
983,O,Realty Income Corporation,NYSE,Finance,"1,619.1",4.0,5.6,3.8,BB,Low
984,OAS,Oasis Petroleum Inc.,NASDAQ,Energy,"1,520.8",,,,@NA,Low
985,OC,Owens Corning,NYSE,Non-Energy Materials,"6,801.0",5.9,6.4,6.4,AA,High
986,ODFL,"Old Dominion Freight Line, Inc.",NASDAQ,Industrials,"3,941.2",3.9,7.4,3.9,BBB,Low
987,ODP,ODP Corporation,NASDAQ,Consumer Cyclicals,"10,174.0",3.9,5.1,4.3,BBB,Low
988,OFC,Corporate Office Properties Trust,NYSE,Finance,607.0,6.9,5.6,5.0,A,High
989,OFG,OFG Bancorp,NYSE,Finance,520.6,2.9,7.0,3.2,BB,Low
990,OFIX,"Orthofix Medical, Inc.",NASDAQ,Healthcare,414.1,6.2,4.8,5.6,BBB,Low
991,OGE,OGE Energy Corp.,NYSE,Utilities,"2,162.7",5.8,6.6,2.6,BBB,Low
992,OGS,"ONE Gas, Inc.",NYSE,Utilities,"1,502.6",3.0,7.7,8.1,A,High
993,OHI,"Omega Healthcare Investors, Inc.",NYSE,Finance,980.5,5.0,5.6,3.4,BB,Low
994,OI,O-I Glass Inc,NYSE,Non-Energy Materials,"6,277.0",5.1,5.5,4.6,BBB,Low
995,OII,"Oceaneering International, Inc.",NYSE,Energy,"2,022.3",6.6,5.0,10.0,A,High
996,OIS,"Oil States International, Inc.",NYSE,Energy,868.0,,,,@NA,Low
997,OKE,"ONEOK, Inc.",NYSE,Energy,"8,609.8",5.5,6.2,7.1,A,High
998,OLED,Universal Display Corporation,NASDAQ,Technology,369.5,8.3,6.0,3.6,BBB,Low
999,OLLI,Ollie's Bargain Outlet Holdings Inc,NASDAQ,Consumer Non-Cyclicals,"1,432.7",3.4,6.4,2.5,B,Low
1000,OLN,Olin Corporation,NYSE,Non-Energy Materials,"5,630.0",1.4,6.2,3.3,CCC,Low
1001,OMC,Omnicom Group Inc,NYSE,Business Services,"13,972.6",10.0,6.1,4.3,BBB,Low
1002,OMCL,"Omnicell, Inc.",NASDAQ,Healthcare,906.4,8.3,4.9,4.2,BB,Low
1003,OMI,"Owens & Minor, Inc.",NYSE,Healthcare,"8,195.8",8.0,5.0,6.4,AA,High
1004,ONB,Old National Bancorp,NASDAQ,Finance,899.1,0.2,6.7,4.2,BB,Low
1005,ONTO,"Onto Innovation, Inc.",NYSE,Technology,446.1,4.6,6.6,4.6,BBB,Low
1006,OPI,Office Properties Income Trust,NASDAQ,Finance,579.2,6.3,4.4,4.6,B,Low
1007,ORCL,Oracle Corporation,NYSE,Technology,"39,068.0",6.8,3.1,4.5,BBB,Low
1008,ORI,Old Republic International Corporation,NYSE,Finance,"6,761.5",2.3,4.1,3.8,B,Low
1009,ORLY,"O'Reilly Automotive, Inc.",NASDAQ,Consumer Cyclicals,"10,717.6",2.2,6.0,3.3,B,Low
1010,OSIS,"OSI Systems, Inc.",NASDAQ,Technology,"1,197.5",3.3,4.7,6.2,A,High
1011,OSK,Oshkosh Corp,NYSE,Industrials,"7,268.3",3.6,7.4,6.4,AA,High
1012,OSPN,OneSpan Inc.,NASDAQ,Technology,262.1,3.5,6.2,4.5,BBB,Low
1013,OSUR,"OraSure Technologies, Inc.",NASDAQ,Healthcare,146.5,6.1,5.3,5.8,A,High
1014,OTIS,Otis Worldwide Corporation,NYSE,Business Services,"12,661.0",4.7,6.1,3.2,BBB,Low
