,iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_per_case,positive_rate,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy
34281,USA,North America,United States,2020-05-22,1577287.0,25434.0,94702.0,1263.0,4765.179,76.839,286.106,3.8160000000000003,409088.0,13500516.0,40.787,1.236,395342.0,1.194,17.362000000000002,0.058,units unclear (incl. non-PCR),72.69,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34282,USA,North America,United States,2020-05-23,1601434.0,24147.0,96007.0,1305.0,4838.13,72.95100000000001,290.04900000000004,3.943,390000.0,13890516.0,41.965,1.178,399325.0,1.206,17.687,0.057,units unclear (incl. non-PCR),72.69,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34283,USA,North America,United States,2020-05-24,1622670.0,21236.0,97087.0,1080.0,4902.287,64.157,293.312,3.263,381505.0,14272021.0,43.118,1.153,400803.0,1.2109999999999999,18.126,0.055,units unclear (incl. non-PCR),72.69,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34284,USA,North America,United States,2020-05-25,1643238.0,20568.0,97720.0,633.0,4964.4259999999995,62.138000000000005,295.224,1.912,422588.0,14694609.0,44.394,1.2770000000000001,410500.0,1.24,18.363,0.054000000000000006,units unclear (incl. non-PCR),72.69,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34285,USA,North America,United States,2020-05-26,1662302.0,19064.0,98220.0,500.0,5022.02,57.595,296.735,1.511,305932.0,15000541.0,45.318000000000005,0.924,396870.0,1.199,18.074,0.055,units unclear (incl. non-PCR),72.69,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34286,USA,North America,United States,2020-05-27,1681212.0,18910.0,98916.0,696.0,5079.15,57.129,298.837,2.103,308433.0,15308974.0,46.25,0.932,382766.0,1.156,17.553,0.057,units unclear (incl. non-PCR),72.69,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34287,USA,North America,United States,2020-05-28,1699933.0,18721.0,100442.0,1526.0,5135.708,56.558,303.448,4.61,434470.0,15743444.0,47.563,1.3130000000000002,378859.0,1.145,17.909000000000006,0.056,units unclear (incl. non-PCR),72.69,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34288,USA,North America,United States,2020-05-29,1721750.0,21817.0,101617.0,1175.0,5201.62,65.91199999999999,306.998,3.55,487229.0,16230673.0,49.035,1.472,390022.0,1.178,18.899,0.053,units unclear (incl. non-PCR),72.69,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34289,USA,North America,United States,2020-05-30,1747087.0,25337.0,102836.0,1219.0,5278.166,76.546,310.68,3.6830000000000003,425754.0,16656427.0,50.321000000000005,1.286,395130.0,1.194,18.99,0.053,units unclear (incl. non-PCR),72.69,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34290,USA,North America,United States,2020-05-31,1770384.0,23297.0,103781.0,945.0,5348.549,70.383,313.535,2.855,396171.0,17052598.0,51.518,1.197,397225.0,1.2,18.824,0.053,units unclear (incl. non-PCR),72.69,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34291,USA,North America,United States,2020-06-01,1790191.0,19807.0,104383.0,602.0,5408.389,59.839,315.35400000000004,1.819,412327.0,17464925.0,52.763999999999996,1.246,395759.0,1.196,18.852,0.053,units unclear (incl. non-PCR),72.69,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34292,USA,North America,United States,2020-06-02,1811277.0,21086.0,105147.0,764.0,5472.092,63.703,317.66200000000003,2.3080000000000003,418646.0,17883571.0,54.028,1.265,411861.0,1.244,19.352,0.052000000000000005,units unclear (incl. non-PCR),72.69,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34293,USA,North America,United States,2020-06-03,1831821.0,20544.0,106181.0,1034.0,5534.158,62.066,320.786,3.1239999999999997,466714.0,18350285.0,55.438,1.41,434473.0,1.3130000000000002,20.193,0.05,units unclear (incl. non-PCR),72.69,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34294,USA,North America,United States,2020-06-04,1851520.0,19699.0,107175.0,994.0,5593.670999999999,59.513000000000005,323.789,3.003,460984.0,18811269.0,56.831,1.393,438261.0,1.324,20.238,0.049,units unclear (incl. non-PCR),72.69,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34295,USA,North America,United States,2020-06-05,1872660.0,21140.0,108211.0,1036.0,5657.5380000000005,63.867,326.91900000000004,3.13,506275.0,19317544.0,58.361000000000004,1.53,440982.0,1.3319999999999999,20.455,0.049,units unclear (incl. non-PCR),72.69,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34296,USA,North America,United States,2020-06-06,1897838.0,25178.0,109143.0,932.0,5733.604,76.066,329.735,2.8160000000000003,543819.0,19861363.0,60.004,1.643,457848.0,1.383,21.26,0.047,units unclear (incl. non-PCR),72.69,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34297,USA,North America,United States,2020-06-07,1920061.0,22223.0,109802.0,659.0,5800.741999999999,67.138,331.725,1.9909999999999999,422371.0,20283734.0,61.28,1.276,461591.0,1.395,21.587,0.046,units unclear (incl. non-PCR),72.69,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34298,USA,North America,United States,2020-06-08,1942363.0,22302.0,110514.0,712.0,5868.119000000001,67.377,333.876,2.151,395146.0,20678880.0,62.473,1.194,459136.0,1.3869999999999998,21.121,0.047,units unclear (incl. non-PCR),72.69,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34299,USA,North America,United States,2020-06-09,1961185.0,18822.0,111007.0,493.0,5924.983,56.864,335.366,1.489,419724.0,21098604.0,63.74100000000001,1.268,459290.0,1.3880000000000001,21.447,0.047,units unclear (incl. non-PCR),72.69,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34300,USA,North America,United States,2020-06-10,1979850.0,18665.0,112006.0,999.0,5981.371999999999,56.388999999999996,338.384,3.0180000000000002,428999.0,21527603.0,65.038,1.296,453903.0,1.371,21.464,0.047,units unclear (incl. non-PCR),72.69,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34301,USA,North America,United States,2020-06-11,2000464.0,20614.0,112924.0,918.0,6043.65,62.277,341.157,2.773,459455.0,21987058.0,66.426,1.3880000000000001,453684.0,1.371,21.322,0.047,units unclear (incl. non-PCR),72.69,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34302,USA,North America,United States,2020-06-12,2023347.0,22883.0,113820.0,896.0,6112.781999999999,69.132,343.86400000000003,2.707,623125.0,22610183.0,68.308,1.883,470377.0,1.421,21.851,0.046,units unclear (incl. non-PCR),72.69,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34303,USA,North America,United States,2020-06-13,2048986.0,25639.0,114669.0,849.0,6190.241,77.459,346.42900000000003,2.565,496428.0,23106611.0,69.808,1.5,463607.0,1.401,21.471,0.047,units unclear (incl. non-PCR),72.69,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34304,USA,North America,United States,2020-06-14,2074526.0,25540.0,115436.0,767.0,6267.4,77.16,348.746,2.3169999999999997,485220.0,23591831.0,71.274,1.466,472585.0,1.4280000000000002,21.416,0.047,units unclear (incl. non-PCR),72.69,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34305,USA,North America,United States,2020-06-15,2094069.0,19543.0,115732.0,296.0,6326.441999999999,59.042,349.64099999999996,0.894,432811.0,24024642.0,72.581,1.308,477966.0,1.444,22.054,0.045,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34306,USA,North America,United States,2020-06-16,2114026.0,19957.0,116127.0,395.0,6386.734,60.293,350.834,1.193,464529.0,24489171.0,73.985,1.403,484367.0,1.463,22.184,0.045,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34307,USA,North America,United States,2020-06-17,2137731.0,23705.0,116963.0,836.0,6458.35,71.616,353.36,2.526,485290.0,24974461.0,75.45100000000001,1.466,492408.0,1.4880000000000002,21.832,0.046,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34308,USA,North America,United States,2020-06-18,2163290.0,25559.0,117717.0,754.0,6535.566999999999,77.217,355.63800000000003,2.278,516193.0,25490654.0,77.01,1.5590000000000002,500514.0,1.5119999999999998,21.517,0.046,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34309,USA,North America,United States,2020-06-19,2191052.0,27762.0,118434.0,717.0,6619.44,83.87200000000001,357.80400000000003,2.166,573992.0,26064646.0,78.745,1.734,493495.0,1.4909999999999999,20.598000000000006,0.049,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34310,USA,North America,United States,2020-06-20,2220961.0,29909.0,119112.0,678.0,6709.798000000001,90.359,359.852,2.048,559215.0,26623861.0,80.434,1.689,502464.0,1.518,20.452,0.049,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34311,USA,North America,United States,2020-06-21,2255119.0,34158.0,119719.0,607.0,6812.994000000001,103.196,361.686,1.834,511098.0,27134959.0,81.978,1.544,506161.0,1.5290000000000001,19.619,0.051,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34312,USA,North America,United States,2020-06-22,2280912.0,25793.0,119975.0,256.0,6890.918000000001,77.92399999999999,362.459,0.773,466605.0,27601564.0,83.38799999999999,1.41,510989.0,1.544,19.144,0.052000000000000005,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34313,USA,North America,United States,2020-06-23,2312302.0,31390.0,120402.0,427.0,6985.751,94.833,363.749,1.29,491719.0,28093283.0,84.87299999999999,1.486,514873.0,1.555,18.177,0.055,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34314,USA,North America,United States,2020-06-24,2347022.0,34720.0,121228.0,826.0,7090.644,104.89299999999999,366.245,2.495,519202.0,28612485.0,86.44200000000001,1.569,519718.0,1.57,17.383,0.058,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34315,USA,North America,United States,2020-06-25,2381361.0,34339.0,121979.0,751.0,7194.387,103.742,368.514,2.269,637148.0,29249633.0,88.367,1.925,536997.0,1.6219999999999999,17.237000000000002,0.058,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34316,USA,North America,United States,2020-06-26,2422310.0,40949.0,124416.0,2437.0,7318.099,123.712,375.876,7.362,606747.0,29856380.0,90.2,1.8330000000000002,541676.0,1.636,16.396,0.061,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34317,USA,North America,United States,2020-06-27,2467837.0,45527.0,125039.0,623.0,7455.641,137.543,377.75800000000004,1.882,599386.0,30455766.0,92.01100000000001,1.811,547415.0,1.6540000000000001,15.522,0.064,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34318,USA,North America,United States,2020-06-28,2510323.0,42486.0,125539.0,500.0,7583.996999999999,128.355,379.269,1.511,583898.0,31039664.0,93.775,1.764,557815.0,1.685,15.3,0.065,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34319,USA,North America,United States,2020-06-29,2548996.0,38673.0,125804.0,265.0,7700.8330000000005,116.836,380.069,0.8009999999999999,646824.0,31686488.0,95.729,1.954,583561.0,1.7630000000000001,15.237,0.066,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34320,USA,North America,United States,2020-06-30,2590552.0,41556.0,126140.0,336.0,7826.379,125.546,381.085,1.015,624063.0,32310551.0,97.61399999999999,1.885,602467.0,1.82,15.156,0.066,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34321,USA,North America,United States,2020-07-01,2634432.0,43880.0,127410.0,1270.0,7958.945,132.567,384.921,3.8369999999999997,633286.0,32943837.0,99.527,1.913,618765.0,1.869,15.07,0.066,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34322,USA,North America,United States,2020-07-02,2686480.0,52048.0,128062.0,652.0,8116.189,157.243,386.89099999999996,1.97,662316.0,33606153.0,101.52799999999999,2.001,622360.0,1.88,14.278,0.07,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34323,USA,North America,United States,2020-07-03,2739879.0,53399.0,128740.0,678.0,8277.514000000001,161.325,388.939,2.048,710949.0,34317102.0,103.676,2.148,637246.0,1.925,14.046,0.071,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34324,USA,North America,United States,2020-07-04,2794321.0,54442.0,129434.0,694.0,8441.99,164.476,391.036,2.097,642171.0,34959273.0,105.616,1.94,643358.0,1.944,13.794,0.07200000000000001,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34325,USA,North America,United States,2020-07-05,2839542.0,45221.0,129676.0,242.0,8578.608,136.618,391.767,0.731,681450.0,35640723.0,107.675,2.059,657294.0,1.986,13.976,0.07200000000000001,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34326,USA,North America,United States,2020-07-06,2888635.0,49093.0,129947.0,271.0,8726.924,148.316,392.586,0.8190000000000001,501201.0,36141924.0,109.189,1.514,636491.0,1.923,13.118,0.076,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34327,USA,North America,United States,2020-07-07,2938625.0,49990.0,130306.0,359.0,8877.95,151.026,393.671,1.085,634791.0,36776715.0,111.10700000000001,1.9180000000000001,638023.0,1.9280000000000002,12.831,0.078,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34328,USA,North America,United States,2020-07-08,2996098.0,57473.0,131480.0,1174.0,9051.583,173.63299999999998,397.217,3.5469999999999997,629102.0,37405817.0,113.008,1.901,637426.0,1.926,12.337,0.081,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34329,USA,North America,United States,2020-07-09,3055004.0,58906.0,132309.0,829.0,9229.546,177.96200000000002,399.722,2.505,703050.0,38108867.0,115.132,2.124,643245.0,1.943,12.218,0.08199999999999999,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34330,USA,North America,United States,2020-07-10,3118008.0,63004.0,133291.0,982.0,9419.888,190.343,402.689,2.967,810806.0,38919673.0,117.581,2.45,657510.0,1.986,12.172,0.08199999999999999,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34331,USA,North America,United States,2020-07-11,3184633.0,66625.0,134097.0,806.0,9621.171,201.282,405.124,2.435,698444.0,39618117.0,119.691,2.11,665549.0,2.011,11.936,0.084,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34332,USA,North America,United States,2020-07-12,3247684.0,63051.0,134814.0,717.0,9811.655999999999,190.485,407.29,2.166,758324.0,40376441.0,121.98200000000001,2.291,676531.0,2.044,11.603,0.086,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34333,USA,North America,United States,2020-07-13,3304942.0,57258.0,135205.0,391.0,9984.639000000001,172.984,408.471,1.181,693576.0,41070017.0,124.07799999999999,2.095,704013.0,2.127,11.838,0.084,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34334,USA,North America,United States,2020-07-14,3363056.0,58114.0,135605.0,400.0,10160.209,175.57,409.68,1.208,769982.0,41839999.0,126.404,2.326,723326.0,2.185,11.93,0.084,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34335,USA,North America,United States,2020-07-15,3431574.0,68518.0,136466.0,861.0,10367.21,207.00099999999998,412.281,2.6010000000000004,761997.0,42601996.0,128.70600000000002,2.302,742311.0,2.2430000000000003,11.932,0.084,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34336,USA,North America,United States,2020-07-16,3499291.0,67717.0,137419.0,953.0,10571.792,204.581,415.16,2.8789999999999996,827564.0,43429560.0,131.20600000000002,2.5,760099.0,2.296,11.976,0.084,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34337,USA,North America,United States,2020-07-17,3576221.0,76930.0,138358.0,939.0,10804.207,232.415,417.99699999999996,2.8369999999999997,837392.0,44266952.0,133.736,2.53,763897.0,2.3080000000000003,11.67,0.086,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34338,USA,North America,United States,2020-07-18,3647715.0,71494.0,139266.0,908.0,11020.198999999999,215.99200000000002,420.74,2.7430000000000003,761632.0,45028584.0,136.037,2.301,772924.0,2.335,11.684,0.086,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34339,USA,North America,United States,2020-07-19,3711464.0,63749.0,140119.0,853.0,11212.793,192.59400000000002,423.31699999999995,2.577,798508.0,45827092.0,138.44899999999998,2.412,778664.0,2.352,11.753,0.085,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34340,USA,North America,United States,2020-07-20,3773260.0,61796.0,140534.0,415.0,11399.486,186.69299999999998,424.57099999999997,1.254,711015.0,46538107.0,140.597,2.148,781156.0,2.36,11.675999999999998,0.086,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34341,USA,North America,United States,2020-07-21,3830010.0,56750.0,140906.0,372.0,11570.935,171.449,425.694,1.124,750248.0,47288355.0,142.864,2.267,778337.0,2.351,11.668,0.086,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34342,USA,North America,United States,2020-07-22,3902058.0,72048.0,142066.0,1160.0,11788.601,217.666,429.199,3.505,795502.0,48083857.0,145.267,2.403,783123.0,2.366,11.652,0.086,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34343,USA,North America,United States,2020-07-23,3970906.0,68848.0,143190.0,1124.0,11996.598999999998,207.998,432.595,3.3960000000000004,840589.0,48924446.0,147.80700000000002,2.54,784984.0,2.372,11.651,0.086,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34344,USA,North America,United States,2020-07-24,4034102.0,63196.0,144242.0,1052.0,12187.521999999999,190.923,435.773,3.178,926876.0,49851322.0,150.607,2.8,797767.0,2.41,12.196,0.08199999999999999,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34345,USA,North America,United States,2020-07-25,4112529.0,78427.0,145546.0,1304.0,12424.46,236.938,439.712,3.94,784361.0,50635683.0,152.977,2.37,801014.0,2.42,12.063,0.083,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34346,USA,North America,United States,2020-07-26,4178027.0,65498.0,146460.0,914.0,12622.337,197.878,442.474,2.761,855811.0,51491494.0,155.562,2.5860000000000003,809200.0,2.445,12.140999999999998,0.08199999999999999,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34347,USA,North America,United States,2020-07-27,4234020.0,55993.0,146935.0,475.0,12791.499,169.162,443.909,1.435,760840.0,52252334.0,157.861,2.299,816318.0,2.4659999999999997,12.402,0.081,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34348,USA,North America,United States,2020-07-28,4290263.0,56243.0,148011.0,1076.0,12961.416000000001,169.917,447.16,3.2510000000000003,735487.0,52987821.0,160.083,2.222,814209.0,2.46,12.383,0.081,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34349,USA,North America,United States,2020-07-29,4351997.0,61734.0,149256.0,1245.0,13147.921999999999,186.50599999999997,450.921,3.761,853326.0,53841147.0,162.661,2.5780000000000003,822470.0,2.485,12.796,0.078,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34350,USA,North America,United States,2020-07-30,4426982.0,74985.0,150713.0,1457.0,13374.461000000001,226.53900000000002,455.32300000000004,4.402,805854.0,54647001.0,165.095,2.435,817508.0,2.47,12.547,0.08,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34351,USA,North America,United States,2020-07-31,4495014.0,68032.0,152070.0,1357.0,13579.993999999999,205.533,459.42199999999997,4.1,725982.0,55372983.0,167.28900000000002,2.193,788809.0,2.383,11.98,0.083,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34352,USA,North America,United States,2020-08-01,4562037.0,67023.0,153314.0,1244.0,13782.479,202.485,463.181,3.758,726010.0,56098993.0,169.482,2.193,780473.0,2.358,12.154000000000002,0.08199999999999999,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34353,USA,North America,United States,2020-08-02,4620444.0,58407.0,154447.0,1133.0,13958.934,176.455,466.60400000000004,3.423,713169.0,56812162.0,171.637,2.155,760095.0,2.296,12.026,0.083,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
34354,USA,North America,United States,2020-08-03,4667955.0,47511.0,154860.0,413.0,14102.47,143.537,467.851,1.248,731690.0,57543852.0,173.847,2.211,755931.0,2.2840000000000003,12.194,0.08199999999999999,units unclear (incl. non-PCR),68.98,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
