,iso_code,continent,location,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_per_case,positive_rate,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy
2020-07-09,OWID_WRL,,World,12020005.0,215487.0,549286.0,5370.0,1542.055,27.645,70.468,0.6890000000000001,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58
2020-07-10,OWID_WRL,,World,12245292.0,225287.0,554726.0,5440.0,1570.957,28.901999999999997,71.166,0.698,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58
2020-07-11,OWID_WRL,,World,12476948.0,231656.0,560029.0,5303.0,1600.6760000000002,29.719,71.846,0.68,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58
2020-07-12,OWID_WRL,,World,12694634.0,217686.0,564943.0,4914.0,1628.6029999999998,27.927,72.477,0.63,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58
2020-07-13,OWID_WRL,,World,12890027.0,195393.0,568836.0,3893.0,1653.67,25.066999999999997,72.976,0.499,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58
2020-07-14,OWID_WRL,,World,13079232.0,189205.0,572674.0,3838.0,1677.944,24.273000000000003,73.469,0.49200000000000005,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58
2020-07-15,OWID_WRL,,World,13302788.0,223556.0,578347.0,5673.0,1706.624,28.68,74.197,0.728,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58
2020-07-16,OWID_WRL,,World,13534691.0,231903.0,583928.0,5581.0,1736.375,29.750999999999998,74.913,0.716,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58
2020-07-17,OWID_WRL,,World,13789183.0,254492.0,589729.0,5801.0,1769.024,32.649,75.657,0.7440000000000001,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58
2020-07-18,OWID_WRL,,World,14043730.0,254547.0,597193.0,7464.0,1801.68,32.656,76.61399999999999,0.958,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58
2020-07-19,OWID_WRL,,World,14273703.0,229973.0,602162.0,4969.0,1831.183,29.503,77.252,0.637,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58
2020-07-20,OWID_WRL,,World,14483037.0,209334.0,606011.0,3849.0,1858.039,26.855999999999998,77.74600000000001,0.494,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58
2020-07-21,OWID_WRL,,World,14684437.0,201400.0,610119.0,4108.0,1883.876,25.838,78.273,0.527,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58
2020-07-22,OWID_WRL,,World,14924113.0,239676.0,616327.0,6208.0,1914.625,30.748,79.069,0.7959999999999999,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58
2020-07-23,OWID_WRL,,World,15205787.0,281674.0,623282.0,6955.0,1950.761,36.135999999999996,79.961,0.892,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58
2020-07-24,OWID_WRL,,World,15482117.0,276330.0,633109.0,9827.0,1986.211,35.451,81.222,1.261,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58
2020-07-25,OWID_WRL,,World,15766005.0,283888.0,639474.0,6365.0,2022.631,36.42,82.039,0.8170000000000001,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58
2020-07-26,OWID_WRL,,World,16025492.0,259487.0,645252.0,5778.0,2055.9210000000003,33.29,82.78,0.741,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58
2020-07-27,OWID_WRL,,World,16257311.0,231819.0,649219.0,3967.0,2085.661,29.74,83.289,0.509,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58
2020-07-28,OWID_WRL,,World,16469545.0,212234.0,653876.0,4657.0,2112.889,27.228,83.88600000000001,0.597,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58
2020-07-29,OWID_WRL,,World,16713166.0,243621.0,660132.0,6256.0,2144.143,31.254,84.689,0.8029999999999999,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58
2020-07-30,OWID_WRL,,World,17011249.0,298083.0,666849.0,6717.0,2182.385,38.241,85.551,0.862,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58
2020-07-31,OWID_WRL,,World,17301695.0,290446.0,673279.0,6430.0,2219.646,37.262,86.375,0.825,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58
2020-08-01,OWID_WRL,,World,17580590.0,278895.0,679488.0,6209.0,2255.426,35.78,87.17200000000001,0.797,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58
2020-08-02,OWID_WRL,,World,17842725.0,262135.0,685265.0,5777.0,2289.055,33.629,87.913,0.741,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58
2020-08-03,OWID_WRL,,World,18065630.0,222905.0,689236.0,3971.0,2317.652,28.596999999999998,88.42299999999999,0.509,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58
2020-08-04,OWID_WRL,,World,18270389.0,204759.0,693734.0,4498.0,2343.9210000000003,26.269000000000002,89.0,0.5770000000000001,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58
2020-08-05,OWID_WRL,,World,18524069.0,253680.0,700543.0,6809.0,2376.465,32.545,89.87299999999999,0.8740000000000001,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58
2020-08-06,OWID_WRL,,World,18799126.0,275057.0,707712.0,7169.0,2411.7529999999997,35.287,90.79299999999999,0.92,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58
2020-08-07,OWID_WRL,,World,19083836.0,284710.0,714623.0,6911.0,2448.278,36.525999999999996,91.679,0.887,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58
2020-08-08,OWID_WRL,,World,19358649.0,274813.0,721172.0,6549.0,2483.534,35.256,92.52,0.84,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58
2020-08-09,OWID_WRL,,World,19625682.0,267033.0,726842.0,5670.0,2517.792,34.258,93.24700000000001,0.727,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58
2020-08-10,OWID_WRL,,World,19854874.0,229192.0,731330.0,4488.0,2547.195,29.403000000000002,93.823,0.5760000000000001,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58
2020-08-11,OWID_WRL,,World,20075600.0,220726.0,736372.0,5042.0,2575.512,28.316999999999997,94.47,0.647,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58
